Electricity
Time,p_usage
01/09/2022 00:00,0.00826375364347639
01/09/2022 00:05,0.0103254647574379
01/09/2022 00:10,0.0102269359245512
01/09/2022 00:15,0.0103623658370323
01/09/2022 00:20,0.00534582711560588
01/09/2022 00:25,0.00179721138612455
01/09/2022 00:30,0.00157732185993235
01/09/2022 00:35,0.00156920742603542
01/09/2022 00:40,0.00420209421422012
01/09/2022 00:45,0.0106887216713885
01/09/2022 00:50,0.0103867931386999
01/09/2022 00:55,0.0103972407931822
01/09/2022 01:00,0.00245352261005608
01/09/2022 01:05,0.00219595073142306
01/09/2022 01:10,0.00175166952305607
01/09/2022 01:15,0.00138205268362262
01/09/2022 01:20,0.00838376159102681
01/09/2022 01:25,0.0101609352425046
01/09/2022 01:30,0.0099082841964679
01/09/2022 01:35,0.0029105501526461
01/09/2022 01:40,0.00174508964113422
01/09/2022 01:45,0.00138720160214108
01/09/2022 01:50,0.00257413042860906
01/09/2022 01:55,0.011021901213153
01/09/2022 02:00,0.0105509636743977
01/09/2022 02:05,0.00991596038981317
01/09/2022 02:10,0.00178671649561337
01/09/2022 02:15,0.00201540657610947
01/09/2022 02:20,0.00183771151520645
01/09/2022 02:25,0.00180435286628548
01/09/2022 02:30,0.00335300516640944
01/09/2022 02:35,0.0103242827422665
01/09/2022 02:40,0.0102206084577875
01/09/2022 02:45,0.0104665917166131
01/09/2022 02:50,0.00652154545064301
01/09/2022 02:55,0.00177602890767919
01/09/2022 03:00,0.00165043907542673
01/09/2022 03:05,0.00134384337788238
01/09/2022 03:10,0.00136379071670512
01/09/2022 03:15,0.00619432644322654
01/09/2022 03:20,0.010689472355971
01/09/2022 03:25,0.0106792414656422
01/09/2022 03:30,0.00415088452928686
01/09/2022 03:35,0.00216465938907039
01/09/2022 03:40,0.0019619366561055
01/09/2022 03:45,0.00177862784501803
01/09/2022 03:50,0.00363917074241128
01/09/2022 03:55,0.0102703189733595
01/09/2022 04:00,0.0101211511450749
01/09/2022 04:05,0.00412037419302071
01/09/2022 04:10,0.00179759649423579
01/09/2022 04:15,0.0014608681398857
01/09/2022 04:20,0.00246615921321508
01/09/2022 04:25,0.0110059210575899
01/09/2022 04:30,0.01064626276995
01/09/2022 04:35,0.00256250400747742
01/09/2022 04:40,0.00192124107167985
01/09/2022 04:45,0.00186512529208828
01/09/2022 04:50,0.00179784328147341
01/09/2022 04:55,0.0107119470197576
01/09/2022 05:00,0.0101239664858055
01/09/2022 05:05,0.0104723184935748
01/09/2022 05:10,0.00467091085841046
01/09/2022 05:15,0.00173763715316354
01/09/2022 05:20,0.00143357829953198
01/09/2022 05:25,0.00317402470696277
01/09/2022 05:30,0.0107932177443398
01/09/2022 05:35,0.0104307072223958
01/09/2022 05:40,0.00789888514102083
01/09/2022 05:45,0.00218897275828429
01/09/2022 05:50,0.00200755416953421
01/09/2022 05:55,0.00587922979207739
01/09/2022 06:00,0.0296074356814684
01/09/2022 06:05,0.25147394586113
01/09/2022 06:10,0.164972479257184
01/09/2022 06:15,0.0414615958011882
01/09/2022 06:20,0.12041777453272
01/09/2022 06:25,0.0495367976698592
01/09/2022 06:30,0.073954242488955
01/09/2022 06:35,0.0478469164750392
01/09/2022 06:40,0.016805722943573
01/09/2022 06:45,0.0146891807893047
01/09/2022 06:50,0.00847698612270052
01/09/2022 06:55,0.00730540070926293
01/09/2022 07:00,0.00181287049507639
01/09/2022 07:05,0.00491406636080488
01/09/2022 07:10,0.010264735042606
01/09/2022 07:15,0.0102279182672016
01/09/2022 07:20,0.0103524551373246
01/09/2022 07:25,0.00371994118008784
01/09/2022 07:30,0.00180307027960546
01/09/2022 07:35,0.113851153788096
01/09/2022 07:40,0.175370216187122
01/09/2022 07:45,0.0865420991758461
01/09/2022 07:50,0.105948546391597
01/09/2022 07:55,0.0837614482093604
01/09/2022 08:00,0.0481085519256278
01/09/2022 08:05,0.0625740673122965
01/09/2022 08:10,0.0026849839708863
01/09/2022 08:15,0.00788048835843155
01/09/2022 08:20,0.01133343593915
01/09/2022 08:25,0.00961933496130304
01/09/2022 08:30,0.00178375866040986
01/09/2022 08:35,0.00164206276031648
01/09/2022 08:40,0.00140924153324651
01/09/2022 08:45,0.00826125827871429
01/09/2022 08:50,0.0106600057443703
01/09/2022 08:55,0.00997966013079452
01/09/2022 09:00,0.00175323246943332
01/09/2022 09:05,0.00200888619762607
01/09/2022 09:10,0.00183746627928108
01/09/2022 09:15,0.0018070278653847
01/09/2022 09:20,0.00940265822630535
01/09/2022 09:25,0.0103045897739018
01/09/2022 09:30,0.0105015119012702
01/09/2022 09:35,0.00517555474000366
01/09/2022 09:40,0.00177183739947898
01/09/2022 09:45,0.0103072413263272
01/09/2022 09:50,0.0506920515950953
01/09/2022 09:55,0.202253924099113
01/09/2022 10:00,0.213323858079233
01/09/2022 10:05,0.100187428463252
01/09/2022 10:10,0.046852995528465
01/09/2022 10:15,0.0493351295979181
01/09/2022 10:20,0.110848924528078
01/09/2022 10:25,0.239140481512123
01/09/2022 10:30,0.0392812570206787
01/09/2022 10:35,0.0184345226775864
01/09/2022 10:40,0.0140029030595663
01/09/2022 10:45,0.0106693871893339
01/09/2022 10:50,0.0118639796021411
01/09/2022 10:55,0.152872721314466
01/09/2022 11:00,0.148656116089018
01/09/2022 11:05,0.139756600008615
01/09/2022 11:10,0.22736051346979
01/09/2022 11:15,0.163736254758358
01/09/2022 11:20,0.0361910172995758
01/09/2022 11:25,0.0219153845913058
01/09/2022 11:30,0.0202233943550372
01/09/2022 11:35,0.0212143201177226
01/09/2022 11:40,0.0144355333752207
01/09/2022 11:45,0.01148120983614
01/09/2022 11:50,0.0110356236935892
01/09/2022 11:55,0.0116719081426622
01/09/2022 12:00,0.0106436396458665
01/09/2022 12:05,0.0102919797065506
01/09/2022 12:10,0.0030002822902835
01/09/2022 12:15,0.00217857036248019
01/09/2022 12:20,0.036809904711014
01/09/2022 12:25,0.0885308340002231
01/09/2022 12:30,0.101417563805732
01/09/2022 12:35,0.0855250433185786
01/09/2022 12:40,0.0930796661811565
01/09/2022 12:45,0.0846102899498874
01/09/2022 12:50,0.0869845118646142
01/09/2022 12:55,0.0981605570659695
01/09/2022 13:00,0.0856990811326425
01/09/2022 13:05,0.0763534254365612
01/09/2022 13:10,0.0626240550762938
01/09/2022 13:15,0.0739516285744358
01/09/2022 13:20,0.0717456718471917
01/09/2022 13:25,0.0775480688293393
01/09/2022 13:30,0.0695131939514796
01/09/2022 13:35,0.0805019479501708
01/09/2022 13:40,0.0742499830013564
01/09/2022 13:45,0.0619927034139254
01/09/2022 13:50,0.0778489303270594
01/09/2022 13:55,0.0644734455783266
01/09/2022 14:00,0.0646846386510899
01/09/2022 14:05,0.0848614368198534
01/09/2022 14:10,0.0632153012246712
01/09/2022 14:15,0.0831713854321219
01/09/2022 14:20,0.196435181199506
01/09/2022 14:25,0.123473485467577
01/09/2022 14:30,0.124483646116294
01/09/2022 14:35,0.17951248393596
01/09/2022 14:40,0.207868467579735
01/09/2022 14:45,0.146682091914835
01/09/2022 14:50,0.0366723948203637
01/09/2022 14:55,0.00849739785816114
01/09/2022 15:00,0.0169819384913895
01/09/2022 15:05,0.0171624243400357
01/09/2022 15:10,0.0127550110701574
01/09/2022 15:15,0.00823934764699473
01/09/2022 15:20,0.00818970174402776
01/09/2022 15:25,0.00829250642476061
01/09/2022 15:30,0.0138678412226615
01/09/2022 15:35,0.016736416767176
01/09/2022 15:40,0.0168462093933346
01/09/2022 15:45,0.0111381741842365
01/09/2022 15:50,0.00819154650090461
01/09/2022 15:55,0.00628087193364586
01/09/2022 16:00,0.00966226938177931
01/09/2022 16:05,0.0122919786246352
01/09/2022 16:10,0.0106729256277127
01/09/2022 16:15,0.00578311097930147
01/09/2022 16:20,0.00219844896583959
01/09/2022 16:25,0.00757035591178866
01/09/2022 16:30,0.00773981750909849
01/09/2022 16:35,0.0127436385259537
01/09/2022 16:40,0.0132251917216793
01/09/2022 16:45,0.00996680252376679
01/09/2022 16:50,0.0041460476122385
